sno,age,job,salary,marital,education,housing,loan,,,
5953,36,management,100000,married,tertiary,no,no,,,
5954,26,management,100000,single,tertiary,no,no,,,
5955,24,student,4000,single,secondary,no,no,,,
5956,36,admin.,50000,married,secondary,yes,no,,,
5957,61,retired,55000,married,secondary,no,no,,,
5958,34,entrepreneur,120000,single,secondary,yes,no,,,
5959,34,technician,60000,married,tertiary,no,no,,,
5960,60,retired,55000,married,primary,no,no,,,
5961,57,retired,55000,married,secondary,no,no,,,
5962,30,technician,60000,single,secondary,no,no,,,
5963,60,retired,55000,married,primary,no,no,,,
5964,26,admin.,50000,single,secondary,no,no,,,
5965,24,management,100000,single,tertiary,no,no,,,
5966,39,admin.,50000,married,secondary,no,no,,,
5967,30,technician,60000,single,tertiary,no,no,,,
5968,61,management,100000,married,tertiary,no,no,,,
5969,45,blue-collar,20000,single,secondary,no,no,,,
5970,57,management,100000,divorced,unknown,no,no,,,
5971,44,management,100000,married,unknown,no,no,,,
5972,70,retired,55000,married,primary,no,no,,,
5973,19,student,4000,single,secondary,no,no,,,
5974,63,retired,55000,married,secondary,yes,no,,,
5975,77,retired,55000,married,primary,no,no,,,
5976,37,blue-collar,20000,married,secondary,yes,no,,,
5977,37,management,100000,single,secondary,no,no,,,
5978,33,management,100000,single,tertiary,no,no,,,
5979,37,admin.,50000,married,secondary,yes,yes,,,
5980,29,management,100000,single,secondary,no,no,,,
5981,25,admin.,50000,single,tertiary,no,no,,,
5982,30,admin.,50000,single,secondary,no,no,,,
5983,63,retired,55000,married,secondary,no,no,,,
5984,31,management,100000,single,tertiary,no,no,,,
5985,29,technician,60000,single,tertiary,yes,yes,,,
5986,70,retired,55000,divorced,secondary,no,no,,,
5987,32,admin.,50000,single,tertiary,yes,no,,,
5988,61,retired,55000,married,secondary,no,no,,,
5989,56,admin.,50000,married,secondary,no,no,,,
5990,54,unknown,0,married,unknown,no,no,,,
5991,60,retired,55000,married,secondary,no,no,,,
5992,34,blue-collar,20000,single,unknown,no,no,,,
5993,68,retired,55000,married,primary,no,no,,,
5994,42,unemployed,8000,married,tertiary,no,no,,,
5995,24,blue-collar,20000,single,secondary,yes,no,,,
5996,55,unemployed,8000,married,secondary,no,no,,,
5997,66,retired,55000,married,secondary,no,no,,,
5998,26,self-employed,60000,single,tertiary,no,no,,,
5999,53,housemaid,16000,married,primary,no,no,,,
6000,78,retired,55000,divorced,unknown,no,no,,,
6001,38,services,70000,divorced,secondary,no,no,,,
6002,61,housemaid,16000,married,tertiary,no,no,,,
6003,34,management,100000,single,tertiary,yes,no,,,
6004,36,technician,60000,married,tertiary,yes,no,,,
6005,42,management,100000,married,unknown,yes,no,,,
6006,29,admin.,50000,single,secondary,no,no,,,
6007,58,retired,55000,married,primary,no,no,,,
6008,57,housemaid,16000,single,secondary,no,no,,,
6009,33,management,100000,single,tertiary,no,no,,,
6010,27,admin.,50000,married,secondary,no,no,,,
6011,79,retired,55000,divorced,primary,no,no,,,
6012,64,retired,55000,married,primary,no,no,,,
6013,66,retired,55000,single,tertiary,no,no,,,
6014,60,admin.,50000,divorced,secondary,no,no,,,
6015,32,management,100000,single,tertiary,yes,no,,,
6016,47,housemaid,16000,married,secondary,no,no,,,
6017,56,unemployed,8000,married,secondary,no,no,,,
6018,25,technician,60000,single,secondary,no,yes,,,
6019,21,student,4000,single,secondary,no,no,,,
6020,83,retired,55000,married,unknown,no,no,,,
6021,83,retired,55000,married,tertiary,no,no,,,
6022,73,retired,55000,divorced,secondary,yes,no,,,
6023,56,blue-collar,20000,married,primary,no,no,,,
6024,45,blue-collar,20000,married,secondary,no,no,,,
6025,77,retired,55000,married,primary,no,no,,,
6026,67,retired,55000,married,primary,no,no,,,
6027,30,technician,60000,single,tertiary,no,no,,,
6028,55,admin.,50000,married,secondary,no,no,,,
6029,31,admin.,50000,married,tertiary,yes,yes,,,
6030,55,entrepreneur,120000,divorced,secondary,yes,no,,,
6031,57,admin.,50000,married,secondary,no,no,,,
6032,59,unemployed,8000,married,secondary,no,no,,,
6033,34,admin.,50000,married,secondary,yes,yes,,,
6034,54,management,100000,married,tertiary,yes,no,,,
6035,72,blue-collar,20000,married,primary,no,no,,,
6036,46,entrepreneur,120000,divorced,secondary,no,yes,,,
6037,67,management,100000,divorced,tertiary,no,no,,,
6038,51,entrepreneur,120000,divorced,tertiary,no,no,,,
6039,48,management,100000,married,tertiary,yes,yes,,,
6040,39,technician,60000,divorced,secondary,no,no,,,
6041,31,self-employed,60000,married,secondary,yes,no,,,
6042,52,management,100000,married,primary,no,no,,,
6043,46,self-employed,60000,married,tertiary,no,no,,,
6044,41,retired,55000,single,primary,no,no,,,
6045,28,blue-collar,20000,single,secondary,no,no,,,
6046,74,retired,55000,married,tertiary,no,no,,,
6047,48,technician,60000,single,secondary,no,no,,,
6048,35,management,100000,single,tertiary,no,no,,,
6049,61,self-employed,60000,divorced,tertiary,yes,no,,,
6050,45,technician,60000,married,unknown,yes,no,,,
6051,49,admin.,50000,married,secondary,yes,no,,,
6052,43,management,100000,married,tertiary,no,no,,,
6053,62,retired,55000,married,secondary,no,no,,,
6054,35,technician,60000,single,tertiary,no,no,,,
6055,36,admin.,50000,divorced,secondary,no,no,,,
6056,83,retired,55000,single,primary,no,no,,,
6057,27,admin.,50000,married,secondary,no,no,,,
6058,62,management,100000,married,tertiary,no,no,,,
6059,76,retired,55000,married,primary,no,no,,,
6060,32,technician,60000,married,tertiary,no,no,,,
6061,63,retired,55000,married,primary,no,no,,,
6062,23,student,4000,single,secondary,no,no,,,
6063,50,management,100000,married,primary,no,no,,,
6064,46,management,100000,married,tertiary,yes,no,,,
6065,33,management,100000,married,tertiary,yes,no,,,
6066,38,technician,60000,married,tertiary,yes,no,,,
6067,34,technician,60000,single,tertiary,yes,yes,,,
6068,35,self-employed,60000,married,tertiary,yes,yes,,,
6069,30,self-employed,60000,single,secondary,no,no,,,
6070,60,retired,55000,married,primary,no,no,,,
6071,45,housemaid,16000,married,primary,yes,no,,,
6072,31,admin.,50000,single,tertiary,yes,no,,,
6073,28,self-employed,60000,single,tertiary,no,no,,,
6074,62,services,70000,married,primary,no,no,,,
6075,39,housemaid,16000,married,tertiary,no,no,,,
6076,66,housemaid,16000,married,primary,no,no,,,
6077,35,blue-collar,20000,single,tertiary,no,no,,,
6078,64,retired,55000,married,tertiary,no,no,,,
6079,58,technician,60000,married,primary,no,no,,,
6080,30,admin.,50000,married,secondary,no,no,,,
6081,62,retired,55000,married,tertiary,yes,no,,,
6082,48,housemaid,16000,single,primary,no,no,,,
6083,62,retired,55000,married,primary,no,no,,,
6084,73,retired,55000,married,primary,no,no,,,
6085,40,self-employed,60000,married,tertiary,no,no,,,
6086,81,retired,55000,divorced,primary,no,no,,,
6087,70,retired,55000,married,secondary,no,no,,,
6088,39,management,100000,married,tertiary,no,no,,,
6089,80,retired,55000,married,secondary,no,no,,,
6090,75,unknown,0,married,tertiary,no,no,,,
6091,34,admin.,50000,married,tertiary,yes,no,,,
6092,47,technician,60000,married,secondary,yes,no,,,
6093,31,technician,60000,married,tertiary,no,no,,,
6094,59,unemployed,8000,divorced,secondary,no,no,,,
6095,30,management,100000,single,tertiary,no,no,,,
6096,41,management,100000,married,tertiary,no,no,,,
6097,19,student,4000,single,primary,no,no,,,
6098,54,blue-collar,20000,married,primary,no,no,,,
6099,48,management,100000,divorced,tertiary,no,no,,,
6100,26,admin.,50000,single,secondary,no,no,,,
6101,62,housemaid,16000,married,tertiary,no,no,,,
6102,37,services,70000,married,secondary,yes,yes,,,
6103,43,services,70000,married,primary,yes,no,,,
6104,74,retired,55000,married,primary,no,no,,,
6105,40,unemployed,8000,single,tertiary,no,no,,,
6106,37,management,100000,married,tertiary,no,no,,,
6107,57,management,100000,married,tertiary,no,no,,,
6108,75,retired,55000,married,secondary,no,no,,,
6109,77,retired,55000,married,tertiary,no,no,,,
6110,83,retired,55000,divorced,primary,no,no,,,
6111,31,management,100000,married,tertiary,no,no,,,
6112,61,technician,60000,married,primary,no,no,,,
6113,69,retired,55000,married,secondary,no,no,,,
6114,22,services,70000,single,secondary,no,no,,,
6115,50,management,100000,married,tertiary,no,no,,,
6116,27,management,100000,married,tertiary,no,no,,,
6117,50,admin.,50000,single,secondary,no,no,,,
6118,72,retired,55000,married,secondary,no,no,,,
6119,31,admin.,50000,single,secondary,no,yes,,,
6120,51,admin.,50000,married,secondary,yes,yes,,,
6121,65,retired,55000,married,primary,no,no,,,
6122,81,retired,55000,divorced,unknown,no,no,,,
6123,34,services,70000,single,tertiary,no,no,,,
6124,33,management,100000,single,tertiary,no,no,,,
6125,73,retired,55000,married,unknown,no,no,,,
6126,35,admin.,50000,married,tertiary,no,no,,,
6127,40,technician,60000,married,secondary,no,no,,,
6128,37,services,70000,married,secondary,no,no,,,
6129,44,technician,60000,single,tertiary,no,no,,,
6130,40,technician,60000,married,secondary,no,no,,,
6131,45,blue-collar,20000,single,secondary,yes,no,,,
6132,61,management,100000,married,tertiary,no,no,,,
6133,74,retired,55000,divorced,secondary,no,no,,,
6134,70,retired,55000,married,secondary,no,no,,,
6135,63,retired,55000,married,secondary,no,no,,,
6136,61,technician,60000,divorced,secondary,no,no,,,
6137,62,retired,55000,married,primary,yes,no,,,
6138,33,unknown,0,single,secondary,no,no,,,
6139,47,blue-collar,20000,married,secondary,no,no,,,
6140,62,blue-collar,20000,married,primary,no,no,,,
6141,39,management,100000,single,tertiary,no,no,,,
6142,62,management,100000,divorced,tertiary,no,no,,,
6143,46,blue-collar,20000,married,tertiary,no,no,,,
6144,26,management,100000,single,tertiary,no,no,,,
6145,37,management,100000,single,tertiary,no,no,,,
6146,26,technician,60000,single,secondary,no,no,,,
6147,80,management,100000,married,primary,no,no,,,
6148,30,admin.,50000,single,secondary,no,no,,,
6149,72,retired,55000,married,primary,no,no,,,
6150,46,housemaid,16000,single,primary,no,no,,,
6151,47,services,70000,single,unknown,no,no,,,
6152,76,housemaid,16000,divorced,primary,no,no,,,
6153,59,unemployed,8000,married,secondary,no,no,,,
6154,30,unemployed,8000,married,primary,no,no,,,
6155,56,management,100000,single,unknown,no,no,,,
6156,30,admin.,50000,single,tertiary,no,no,,,
6157,54,management,100000,married,unknown,yes,yes,,,
6158,57,unknown,0,married,primary,no,no,,,
6159,28,admin.,50000,married,secondary,yes,no,,,
6160,60,management,100000,married,secondary,no,no,,,
6161,30,student,4000,single,tertiary,no,no,,,
6162,63,retired,55000,married,primary,no,no,,,
6163,61,admin.,50000,married,secondary,no,no,,,
6164,31,unemployed,8000,single,secondary,no,no,,,
6165,39,management,100000,married,tertiary,no,no,,,
6166,22,student,4000,single,primary,no,no,,,
6167,39,technician,60000,married,tertiary,no,no,,,
6168,37,management,100000,single,tertiary,no,no,,,
6169,72,retired,55000,married,primary,no,no,,,
6170,77,retired,55000,married,unknown,no,no,,,
6171,36,technician,60000,married,secondary,no,no,,,
6172,43,technician,60000,married,secondary,yes,yes,,,
6173,65,retired,55000,married,secondary,yes,no,,,
6174,54,technician,60000,married,secondary,no,yes,,,
6175,32,blue-collar,20000,married,primary,no,no,,,
6176,25,student,4000,single,secondary,no,no,,,
6177,46,admin.,50000,single,secondary,yes,no,,,
6178,28,management,100000,single,tertiary,no,no,,,
6179,61,management,100000,married,tertiary,no,no,,,
6180,53,housemaid,16000,married,primary,no,no,,,
6181,38,blue-collar,20000,divorced,secondary,yes,no,,,
6182,69,retired,55000,married,tertiary,no,no,,,
6183,53,management,100000,divorced,tertiary,no,no,,,
6184,27,student,4000,single,tertiary,no,no,,,
6185,74,retired,55000,married,tertiary,no,no,,,
6186,67,retired,55000,married,tertiary,no,no,,,
6187,55,unemployed,8000,divorced,secondary,no,no,,,
6188,33,management,100000,single,tertiary,no,no,,,
6189,27,student,4000,single,tertiary,no,no,,,
6190,87,retired,55000,divorced,primary,no,no,,,
6191,57,management,100000,married,tertiary,no,no,,,
6192,33,self-employed,60000,single,tertiary,yes,no,,,
6193,51,technician,60000,married,secondary,yes,yes,,,
6194,76,retired,55000,divorced,primary,no,no,,,
6195,64,management,100000,married,tertiary,no,no,,,
6196,35,technician,60000,single,secondary,yes,no,,,
6197,19,student,4000,single,secondary,no,no,,,
6198,33,admin.,50000,married,tertiary,yes,no,,,
6199,55,management,100000,divorced,tertiary,no,no,,,
6200,31,blue-collar,20000,single,unknown,no,no,,,
6201,92,retired,55000,married,unknown,no,no,,,
6202,35,technician,60000,married,secondary,no,no,,,
6203,30,technician,60000,single,tertiary,no,no,,,
6204,68,retired,55000,single,tertiary,no,no,,,
6205,42,admin.,50000,divorced,secondary,no,yes,,,
6206,41,technician,60000,single,tertiary,no,no,,,
6207,35,management,100000,single,tertiary,yes,no,,,
6208,32,management,100000,single,tertiary,no,no,,,
6209,29,self-employed,60000,married,secondary,no,yes,,,
6210,70,retired,55000,married,secondary,no,no,,,
6211,54,admin.,50000,married,secondary,no,no,,,
6212,27,blue-collar,20000,single,secondary,no,no,,,
6213,78,retired,55000,married,unknown,no,no,,,
6214,82,retired,55000,married,primary,no,no,,,
6215,29,technician,60000,single,tertiary,no,no,,,
6216,78,retired,55000,divorced,primary,no,no,,,
6217,55,services,70000,married,secondary,no,no,,,
6218,76,retired,55000,married,tertiary,no,no,,,
6219,69,management,100000,married,secondary,no,no,,,
6220,38,management,100000,married,tertiary,no,no,,,
6221,60,technician,60000,married,secondary,no,no,,,
6222,33,services,70000,divorced,secondary,yes,no,,,
6223,43,blue-collar,20000,married,secondary,no,no,,,
6224,61,retired,55000,married,secondary,no,no,,,
6225,43,technician,60000,single,unknown,no,no,,,
6226,73,retired,55000,married,primary,no,no,,,
6227,39,technician,60000,married,secondary,yes,no,,,
6228,57,management,100000,married,primary,no,no,,,
6229,33,management,100000,married,tertiary,no,no,,,
6230,77,management,100000,married,unknown,yes,no,,,
6231,45,technician,60000,married,secondary,no,no,,,
6232,35,technician,60000,single,secondary,no,no,,,
6233,37,admin.,50000,single,secondary,no,no,,,
6234,59,retired,55000,married,primary,no,no,,,
6235,39,management,100000,single,tertiary,no,no,,,
6236,76,retired,55000,married,secondary,no,no,,,
6237,40,admin.,50000,married,tertiary,no,no,,,
6238,42,management,100000,married,tertiary,no,no,,,
6239,40,admin.,50000,married,secondary,no,no,,,
6240,44,management,100000,divorced,tertiary,no,no,,,
6241,70,unknown,0,married,tertiary,no,no,,,
6242,59,retired,55000,married,tertiary,no,no,,,
6243,52,admin.,50000,married,secondary,no,no,,,
6244,46,admin.,50000,married,secondary,yes,no,,,
6245,70,retired,55000,married,secondary,no,no,,,
6246,73,retired,55000,married,primary,no,no,,,
6247,50,technician,60000,single,secondary,no,no,,,
6248,82,housemaid,16000,divorced,primary,no,no,,,
6249,81,retired,55000,married,primary,no,no,,,
6250,55,admin.,50000,married,secondary,yes,no,,,
6251,52,technician,60000,married,secondary,no,no,,,
6252,41,unknown,0,single,unknown,no,no,,,
6253,58,blue-collar,20000,married,secondary,yes,no,,,
6254,57,technician,60000,married,secondary,no,no,,,
6255,46,management,100000,single,tertiary,yes,yes,,,
6256,28,technician,60000,single,unknown,yes,no,,,
6257,38,blue-collar,20000,single,secondary,no,no,,,
6258,30,management,100000,single,tertiary,no,no,,,
6259,52,services,70000,married,secondary,yes,no,,,
6260,22,student,4000,single,secondary,no,no,,,
6261,53,unknown,0,married,primary,no,no,,,
6262,60,admin.,50000,married,unknown,yes,no,,,
6263,66,retired,55000,married,primary,no,no,,,
6264,70,retired,55000,married,secondary,no,no,,,
6265,55,technician,60000,married,secondary,yes,yes,,,
6266,54,admin.,50000,married,unknown,no,no,,,
6267,59,housemaid,16000,married,secondary,no,no,,,
6268,80,retired,55000,married,secondary,no,no,,,
6269,56,management,100000,married,secondary,no,no,,,
6270,33,management,100000,single,tertiary,no,yes,,,
6271,71,technician,60000,married,tertiary,no,no,,,
6272,76,retired,55000,married,unknown,no,no,,,
6273,38,housemaid,16000,divorced,secondary,no,no,,,
